,pl_name,ra,dec
2752,HAT-P-24 b,108.8251171,14.2626064
2753,HAT-P-24 b,108.8251171,14.2626064
2754,WASP-34 b,165.3993679,-23.8609457
2755,WASP-41 b,190.6188034,-30.6398176
2756,WASP-41 b,190.6188034,-30.6398176
2757,WASP-41 b,190.6188034,-30.6398176
2758,WASP-103 b,249.3148604,7.1833758
2759,WASP-65 b,133.3242982,8.5230171
2760,WASP-100 b,68.9598159,-64.027039
2761,WASP-100 b,68.9598159,-64.027039
2762,HAT-P-27 b,222.7673221,5.9473626
2763,HAT-P-27 b,222.7673221,5.9473626
2764,TOI-4438 b,270.3172389,35.5948992
2765,TOI-4438 b,270.3172389,35.5948992
2766,HAT-P-28 b,13.0009159,34.728402
2767,WASP-35 b,76.0818912,-6.2297801
2768,WASP-35 b,76.0818912,-6.2297801
2769,WASP-35 b,76.0818912,-6.2297801
2770,WASP-48 b,291.1623865,55.4730273
2771,WASP-100 b,68.9598159,-64.027039
2772,WASP-101 b,98.3511016,-23.486086
2773,HAT-P-31 b,271.5376722,26.4266061
2774,HAT-P-31 b,271.5376722,26.4266061
2775,WASP-101 b,98.3511016,-23.486086
2776,WASP-104 b,160.6023689,7.4350768
2777,WASP-104 b,160.6023689,7.4350768
2778,WASP-94 B b,313.7882932,-34.135724
2779,CoRoT-19 b,97.0335983,-0.1707293
2780,CoRoT-19 b,97.0335983,-0.1707293
2781,HAT-P-34 b,303.1954355,18.1047776
2782,HAT-P-34 b,303.1954355,18.1047776
2783,HAT-P-34 b,303.1954355,18.1047776
2784,HAT-P-35 b,123.250703,4.7870288
2785,HAT-P-35 b,123.250703,4.7870288
2786,HAT-P-37 b,284.2960393,51.2691212
2787,HAT-P-37 b,284.2960393,51.2691212
2788,HAT-P-37 b,284.2960393,51.2691212
2789,WASP-121 b,107.6002312,-39.0972705
2790,WASP-121 b,107.6002312,-39.0972705
2791,WASP-121 b,107.6002312,-39.0972705
2792,HAT-P-39 b,113.7582526,17.8300283
2793,HD 209458 b,330.7950219,18.8842419
2794,HD 209458 b,330.7950219,18.8842419
2795,WASP-49 b,91.0897193,-16.9653901
2796,WASP-49 b,91.0897193,-16.9653901
2797,WASP-49 b,91.0897193,-16.9653901
2798,WASP-117 b,36.7758112,-50.2844247
2799,WASP-84 b,131.1069959,1.8598933
2800,WASP-82 b,72.6605916,1.8938365
2801,WASP-82 b,72.6605916,1.8938365
2802,WASP-82 b,72.6605916,1.8938365
2803,WASP-82 b,72.6605916,1.8938365
2804,HATS-6 b,88.1468079,-19.0316268
2805,WASP-83 b,190.1519558,-19.2843527
2806,HAT-P-49 b,305.4413294,26.6926759
2807,HAT-P-49 b,305.4413294,26.6926759
2808,WASP-73 b,319.9496969,-58.1489328
2809,WASP-95 b,337.4578243,-48.0030988
2810,WASP-95 b,337.4578243,-48.0030988
2811,WASP-95 b,337.4578243,-48.0030988
2812,55 Cnc f,133.1468373,28.3298154
2813,HAT-P-50 b,118.0634379,12.1393474
2814,HAT-P-52 b,42.7217412,29.0222492
2815,HD 219134 f,348.3372026,57.1696255
2816,KELT-4 A b,157.06262,25.5731366
2817,KELT-14 b,108.301409,-42.4097623
2818,KELT-15 b,117.4149764,-52.1204471
2819,WASP-123 b,289.4792124,-32.8601244
2820,HATS-29 b,285.0965172,-54.8933408
2821,WASP-113 b,224.8728589,46.9600996
2822,WASP-114 b,327.6656953,10.4629385
2823,HAT-P-66 b,150.5726262,53.9508237
2824,WASP-130 b,203.1060194,-42.4752733
2825,WASP-127 b,160.5587646,-3.8349989
2826,WASP-136 b,0.325761,-8.9262512
2827,WASP-138 b,41.6391598,-0.4641252
2828,KELT-16 b,314.2685227,31.6610186
2829,KELT-11 b,161.7069053,-9.3993646
2830,HATS-52 b,140.0875894,-31.2692116
2831,HATS-53 b,176.628323,-33.8600764
2832,HATS-53 b,176.628323,-33.8600764
2833,KPS-1 b,165.167198,64.9638452
2834,HATS-43 b,80.5382418,-30.9708179
2835,HATS-43 b,80.5382418,-30.9708179
2836,WASP-145 A b,322.2537644,-58.8361466
2837,WASP-147 b,359.1915117,-22.1532316
2838,WASP-147 b,359.1915117,-22.1532316
2839,WASP-160 B b,87.679561,-27.6233218
2840,WASP-164 b,344.8735878,-60.4478194
2841,LHS 3844 b,340.4962038,-69.1721081
2842,Qatar-8 b,157.4123405,70.5270835
2843,Qatar-8 b,157.4123405,70.5270835
2844,TOI-150.01,112.965421,-73.6060358
2845,WASP-169 b,127.3872297,-12.9447683
2846,WASP-67 b,295.7438485,-19.9497314
2847,WASP-54 b,205.4542456,-0.1281712
2848,WASP-57 b,223.8199788,-2.0576866
2849,WASP-52 b,348.4947931,8.7610793
2850,WASP-52 b,348.4947931,8.7610793
2851,WASP-52 b,348.4947931,8.7610793
2852,WASP-52 b,348.4947931,8.7610793
2853,WASP-60 b,356.6667136,31.1559115
2854,WASP-18 b,24.3544618,-45.6777937
2855,HAT-P-30 b,123.9498431,5.8368669
2856,HAT-P-30 b,123.9498431,5.8368669
2857,HAT-P-33 b,113.1842383,33.8350214
2858,HAT-P-33 b,113.1842383,33.8350214
2859,WASP-77 A b,37.1555223,-7.0606675
2860,WASP-71 b,29.2634506,0.7588247
2861,HAT-P-1 b,344.4453632,38.674919
2862,Kepler-468 b,288.9022829,49.3704079
2863,WASP-77 A b,37.1555223,-7.0606675
2864,WASP-77 A b,37.1555223,-7.0606675
2865,WASP-77 A b,37.1555223,-7.0606675
2866,HAT-P-40 b,335.5129199,45.4573423
2867,HAT-P-42 b,135.3443583,6.0970828
2868,HAT-P-42 b,135.3443583,6.0970828
2869,HAT-P-42 b,135.3443583,6.0970828
2870,WASP-68 b,305.0957239,-19.3147271
2871,WASP-68 b,305.0957239,-19.3147271
2872,WASP-68 b,305.0957239,-19.3147271
2873,WASP-73 b,319.9496969,-58.1489328
2874,WASP-88 b,309.5112337,-48.4620833
2875,WASP-88 b,309.5112337,-48.4620833
2876,WASP-95 b,337.4578243,-48.0030988
2877,HAT-P-41 b,297.3226523,4.6724124
2878,HAT-P-41 b,297.3226523,4.6724124
2879,KELT-3 b,148.6431193,40.3879446
2880,WASP-121 b,107.6002312,-39.0972705
2881,WASP-131 b,210.1935714,-30.5836084
2882,HAT-P-13 b,129.8823772,47.3519076
2883,HAT-P-13 b,129.8823772,47.3519076
2884,HAT-P-30 b,123.9498431,5.8368669
2885,HAT-P-33 b,113.1842383,33.8350214
2886,WASP-12 b,97.636645,29.6722662
2887,HAT-P-44 b,213.1438604,47.0147826
2888,HAT-P-44 b,213.1438604,47.0147826
2889,WASP-12 b,97.636645,29.6722662
2890,HATS-5 b,67.2228465,-21.4820568
2891,HATS-4 b,94.1120914,-22.5468824
2892,WASP-117 b,36.7758112,-50.2844247
2893,WASP-117 b,36.7758112,-50.2844247
2894,WASP-97 b,24.6051389,-55.7720006
2895,WASP-100 b,68.9598159,-64.027039
2896,WASP-101 b,98.3511016,-23.486086
2897,WASP-101 b,98.3511016,-23.486086
2898,WASP-70 A b,315.4771912,-13.4333821
2899,WASP-20 b,5.1605621,-23.9357894
2900,HATS-6 b,88.1468079,-19.0316268
2901,HAT-P-55 b,264.2735096,25.7311468
2902,HAT-P-55 b,264.2735096,25.7311468
2903,WASP-83 b,190.1519558,-19.2843527
2904,WASP-89 b,313.9000261,-18.9714084
2905,HATS-13 b,316.9614798,-26.0967205
2906,KELT-8 b,283.3054489,24.1272483
2907,HAT-P-50 b,118.0634379,12.1393474
2908,HAT-P-50 b,118.0634379,12.1393474
2909,HAT-P-52 b,42.7217412,29.0222492
2910,TOI-700 c,97.0957165,-65.5786149
2911,HD 86226 c,149.1235154,-24.0991859
2912,HD 86226 c,149.1235154,-24.0991859
2913,TOI-824 b,222.1654705,-57.5888666
2914,TOI-6255 b,331.5031606,39.2988284
2915,HD 110113 b,190.0365636,-44.3120777
2916,WASP-104 b,160.6023689,7.4350768
2917,TOI-6255 b,331.5031606,39.2988284
2918,TOI-125 b,23.5934253,-66.6763495
2919,WASP-94 A b,313.7832393,-34.1357512
2920,TOI-1789 b,142.743406,26.5399951
2921,Kepler-41 b,294.5132465,45.9816453
2922,Kepler-105 b,287.8872376,46.2761224
2923,Kepler-422 b,282.6296334,46.3232807
2924,KOI-94 d,297.3330716,41.8911186
2925,KOI-94 d,297.3330716,41.8911186
2926,KOI-94 d,297.3330716,41.8911186
2927,KOI-94 d,297.3330716,41.8911186
2928,Kepler-18 b,298.0794448,44.746248
2929,Kepler-105 c,287.8872376,46.2761224
2930,Kepler-18 d,298.0794448,44.746248
2931,Kepler-18 d,298.0794448,44.746248
2932,Kepler-18 d,298.0794448,44.746248
2933,Kepler-18 d,298.0794448,44.746248
2934,KOI-94 b,297.3330716,41.8911186
2935,KOI-94 b,297.3330716,41.8911186
2936,Kepler-396 c,296.1328135,48.9773095
2937,Kepler-396 b,296.1328135,48.9773095
2938,Kepler-5 b,299.4070341,44.0350387
2939,KOI-94 e,297.3330716,41.8911186
2940,Kepler-7 b,288.5814928,41.0897335
2941,GJ 9827 d,351.7717763,-1.2853435
2942,TrES-4 b,268.3043361,37.2117397
2943,WASP-159 b,68.1364792,-38.9682973
2944,HAT-P-1 b,344.4453632,38.674919
2945,K2-53 b,244.1419684,-20.4005984
2946,K2-172 c,335.3081368,-12.5569819
2947,TRAPPIST-1 f,346.6263919,-5.0434618
2948,HAT-P-54 b,99.8979924,25.4824005
2949,K2-30 b,52.3420548,22.2993491
2950,K2-79 b,55.2559307,13.5191871
2951,K2-18 b,172.560141,7.5878315
2952,K2-128 b,204.4376666,-8.5970858
2953,K2-101 b,130.3439097,18.9338205
2954,K2-187 e,132.5235618,23.1924709
2955,K2-31 b,245.4405531,-23.548273
2956,K2-398 c,161.7349738,1.9367044
2957,EPIC 229004835 b,186.4860415,-1.4047214
2958,K2-29 b,62.670422,24.4016558
2959,K2-36 b,169.4490102,3.8665038
2960,HAT-P-56 b,100.8480137,27.2521823
2961,K2-19 c,174.9602543,0.603596
2962,K2-3 c,172.3353708,-1.4551364
2963,K2-201 c,293.5607117,-23.1312775
2964,K2-8 c,169.7935178,-0.2844389
2965,HD 3167 c,8.7401487,4.3807215
2966,WASP-55 b,203.7581951,-17.5034961
2967,K2-100 b,129.6010863,20.1060074
2968,EPIC 211822797 b,130.4102091,17.6399744
2969,K2-371 b,128.0670932,11.6307099
2970,K2-5 b,169.3034598,-1.8778254
2971,K2-19 b,174.9602543,0.603596
2972,K2-229 b,186.8729195,-6.7218474
2973,K2-21 c,340.3037846,-14.4893256
2974,K2-170 b,335.4506923,-14.5933554
2975,K2-187 c,132.5235618,23.1924709
2976,HD 89345 b,154.6710977,10.1288464
2977,TOI-125 c,23.5934253,-66.6763495
2978,WASP-78 b,63.7562662,-22.1163901
2979,WASP-78 b,63.7562662,-22.1163901
2980,WASP-79 b,66.3709016,-30.6004362
2981,WASP-79 b,66.3709016,-30.6004362
2982,HAT-P-1 b,344.4453632,38.674919
2983,HAT-P-1 b,344.4453632,38.674919
2984,HD 97658 b,168.6376584,25.7105962
2985,TrES-2 b,286.8085258,49.3164211
2986,K2-72 d,334.6227504,-9.6120084
2987,K2-35 b,170.1031027,1.2858679
2988,K2-373 b,123.1361518,13.6884986
2989,HD 50554 b,103.678273,24.2451409
2990,K2-58 b,333.8218395,-14.049857
2991,TRAPPIST-1 h,346.6263919,-5.0434618
2992,CoRoT-1 b,102.0798591,-3.1021394
2993,KELT-1 b,0.3620995,39.3837953
2994,WASP-47 b,331.203092,-12.019067
2995,K2-39 b,338.3682095,-9.0229405
2996,K2-268 d,133.7094899,11.8482712
2997,EPIC 220674823 b,13.0800239,10.7947051
2998,K2-74 b,339.9192984,-8.7145697
2999,K2-60 b,338.6062312,-13.7318044
3000,K2-161 b,183.7938491,-3.4956913
3001,K2-192 b,206.5823122,-11.5563527
3002,K2-388 b,352.7139342,-11.0773564
3003,K2-191 b,201.6391407,-12.8066737
3004,K2-220 b,12.7700071,9.5167694
3005,K2-19 d,174.9602543,0.603596
3006,K2-344 b,136.3614923,21.6685886
3007,K2-293 b,351.6064952,-6.0279068
3008,K2-198 c,198.8436817,-6.4649888
3009,WASP-118 b,19.5505861,2.7027847
3010,K2-72 b,334.6227504,-9.6120084
3011,HD 103720 b,179.1713308,-2.7791393
3012,WASP-47 c,331.203092,-12.019067
3013,K2-197 b,202.3934779,-7.3739779
3014,K2-174 b,60.7929729,16.347166
3015,K2-129 b,289.1485491,-25.6463233
3016,K2-128 b,204.4376666,-8.5970858
3017,K2-97 b,127.762837,10.8475571
3018,GSC 06214-00210 b,245.4776921,-20.7193398
3019,K2-19 d,174.9602543,0.603596
3020,K2-391 b,356.2260152,-7.7015151
3021,K2-4 b,174.7455392,-3.9055746
3022,K2-29 b,62.670422,24.4016558
3023,K2-137 b,186.870426,-6.1952168
3024,K2-75 b,338.844896,-7.469895
3025,K2-351 b,206.6522408,-11.8049588
3026,K2-101 b,130.3439097,18.9338205
3027,K2-212 b,18.4241015,3.0970732
3028,TRAPPIST-1 f,346.6263919,-5.0434618
3029,K2-366 b,243.6800912,-19.3468837
3030,K2-9 b,176.263724,0.0054085
3031,K2-97 b,127.762837,10.8475571
3032,K2-390 b,355.702386,-9.5887124
3033,K2-121 b,126.9366624,17.5793267
3034,HAT-P-54 b,99.8979924,25.4824005
3035,K2-77 b,55.228521,12.572448
3036,K2-27 b,171.5151874,1.2306237
3037,K2-84 b,55.8093566,16.6344396
3038,TRAPPIST-1 b,346.6263919,-5.0434618
3039,EPIC 220674823 c,13.0800239,10.7947051
3040,K2-140 b,188.1373172,-9.6076115
3041,K2-192 b,206.5823122,-11.5563527
3042,K2-45 b,169.6327547,-1.7740582
3043,K2-282 b,13.4321524,7.9952914
3044,K2-183 c,125.007177,14.0194586
3045,Qatar-2 b,207.6554928,-6.8040714
3046,K2-19 c,174.9602543,0.603596
3047,K2-351 b,206.6522408,-11.8049588
3048,K2-189 c,203.6214411,-15.0365158
3049,K2-64 b,332.4138478,-11.4286687
3050,K2-61 b,339.6748444,-13.5600447
3051,K2-17 b,178.3296746,6.4123178
3052,K2-237 b,253.7688479,-28.7105836
3053,K2-333 b,136.7892752,15.2056765
3054,WASP-39 b,217.3266477,-3.4444994
3055,GJ 3470 b,119.7735021,15.391209
3056,GJ 3470 b,119.7735021,15.391209
3057,Kepler-51 d,296.4797624,49.9376486
3058,K2-3 b,172.3353708,-1.4551364
3059,K2-406 b,230.8872242,-25.3706149
3060,HD 106315 b,183.4724742,-0.3934357
3061,TRAPPIST-1 b,346.6263919,-5.0434618
3062,K2-180 b,126.4643579,10.246577
3063,K2-19 c,174.9602543,0.603596
3064,TRAPPIST-1 b,346.6263919,-5.0434618
3065,K2-189 c,203.6214411,-15.0365158
3066,Pr0211 c,130.547744,19.276957
3067,Wolf 503 b,206.8461979,-6.1393369
3068,K2-100 b,129.6010863,20.1060074
3069,K2-85 b,59.464829,18.4649505
3070,WASP-28 b,353.6162694,-1.5799849
3071,K2-107 b,284.985355,-22.2934206
3072,K2-3 c,172.3353708,-1.4551364
3073,K2-5 b,169.3034598,-1.8778254
3074,K2-8 c,169.7935178,-0.2844389
3075,K2-216 b,11.4802354,6.3470302
3076,K2-272 b,132.6211743,17.5423852
3077,K2-83 c,59.9013782,15.5587994
3078,K2-25 b,63.2739346,15.2477027
3079,K2-176 b,58.2691796,17.9069486
3080,K2-26 b,94.2064312,24.5958335
3081,HD 3167 d,8.7401487,4.3807215
3082,K2-32 e,252.426008,-19.5430504
3083,K2-187 b,132.5235618,23.1924709
3084,K2-264 b,131.3583524,19.698401
3085,K2-43 b,169.117028,-3.9754405
3086,K2-77 b,55.228521,12.572448
3087,EPIC 212587672 c,205.4445125,-10.8625468
3088,EPIC 220674823 c,13.0800239,10.7947051
3089,K2-37 b,243.4509662,-24.7870527
3090,K2-24 b,242.5734559,-24.9906029
3091,K2-279 b,204.7792935,-6.0417592
3092,WASP-85 A b,175.9080328,6.5637842
3093,K2-5 c,169.3034598,-1.8778254
3094,K2-368 d,332.6357627,-11.1661157
3095,K2-265 b,342.0316493,-14.4947789
3096,K2-264 c,131.3583524,19.698401
3097,HATS-9 b,290.8101704,-20.1663771
3098,K2-7 b,167.0937488,-1.065855
3099,K2-85 b,59.464829,18.4649505
3100,GJ 1002 c,1.6764641,-7.5462123
3101,K2-31 b,245.4405531,-23.548273
3102,EPIC 206317286 b,337.6178427,-7.972456
3103,K2-28 b,335.6233145,-7.9563525
3104,K2-190 b,205.3630485,-13.1608686
3105,V1298 Tau c,61.331654,20.1570318
3106,K2-36 c,169.4490102,3.8665038
3107,K2-183 c,125.007177,14.0194586
3108,K2-266 d,157.9356855,0.9372782
3109,K2-384 c,20.4998403,0.7509701
3110,K2-133 d,70.1493775,25.0098135
3111,K2-131 b,182.751404,-9.7652392
3112,K2-77 b,55.228521,12.572448
3113,K2-3 d,172.3353708,-1.4551364
3114,EPIC 249893012 d,228.2482353,-16.7246474
3115,K2-114 b,127.882912,11.922255
3116,K2-8 b,169.7935178,-0.2844389
3117,K2-111 b,59.8903081,21.2985263
3118,EPIC 211945201 b,136.5741931,19.4020565
3119,TRAPPIST-1 b,346.6263919,-5.0434618
3120,K2-386 b,18.2999964,7.0130302
3121,K2-243 b,181.1211419,-4.8991358
3122,K2-372 b,130.7988719,13.0094226
3123,K2-16 b,175.0972238,4.5574311
3124,K2-190 b,205.3630485,-13.1608686
3125,K2-290 c,234.8578846,-20.1988975
3126,K2-284 b,79.1407971,20.2549034
3127,GJ 9827 d,351.7717763,-1.2853435
3128,K2-158 b,179.9397081,-5.7216879
3129,K2-334 b,136.4894259,16.3255146
3130,K2-204 b,17.3825067,-0.5177539
3131,HIP 41378 d,126.6158279,10.0803708
3132,GJ 3470 b,119.7735021,15.391209
3133,WASP-39 b,217.3266477,-3.4444994
3134,WASP-39 b,217.3266477,-3.4444994
3135,GJ 3470 b,119.7735021,15.391209
3136,GJ 3470 b,119.7735021,15.391209
3137,GJ 3470 b,119.7735021,15.391209
3138,WASP-39 b,217.3266477,-3.4444994
3139,WASP-39 b,217.3266477,-3.4444994
3140,GJ 3470 b,119.7735021,15.391209
3141,GJ 3470 b,119.7735021,15.391209
3142,WASP-39 b,217.3266477,-3.4444994
3143,WASP-39 b,217.3266477,-3.4444994
3144,WASP-39 b,217.3266477,-3.4444994
3145,GJ 3470 b,119.7735021,15.391209
3146,K2-280 b,291.5953596,-22.2477071
3147,EPIC 206042996 c,337.5136198,-13.6101475
3148,K2-193 b,205.2371043,-11.0093342
3149,K2-160 b,184.0545174,-3.5530888
3150,K2-369 b,329.7262534,-10.8750666
3151,Kepler-51 b,296.4797624,49.9376486
3152,Kepler-9 c,285.5739904,38.4008192
3153,Kepler-51 d,296.4797624,49.9376486
3154,WASP-85 A b,175.9080328,6.5637842
3155,K2-19 b,174.9602543,0.603596
3156,WASP-157 b,201.6551525,-8.3176353
3157,K2-164 b,171.933659,-0.0628488
3158,K2-34 b,127.5787231,22.2359194
3159,WASP-47 d,331.203092,-12.019067
3160,K2-222 b,16.4625203,11.7537171
3161,K2-83 b,59.9013782,15.5587994
3162,K2-214 b,14.8759777,4.2277722
3163,K2-290 b,234.8578846,-20.1988975
3164,K2-383 b,282.008765,-18.3795798
3165,K2-8 c,169.7935178,-0.2844389
3166,K2-169 b,337.0442461,-14.5993376
3167,K2-411 b,58.003631,19.3909877
3168,Qatar-2 b,207.6554928,-6.8040714
3169,K2-33 b,242.5613635,-19.3193831
3170,K2-132 b,182.1662666,-8.7472172
3171,K2-172 c,335.3081368,-12.5569819
3172,K2-229 c,186.8729195,-6.7218474
3173,K2-59 b,338.94255,-14.027727
3174,K2-270 c,131.2665588,13.5497322
3175,K2-319 b,166.8010058,3.0399357
3176,K2-407 b,232.5552584,-23.0067371
3177,K2-97 b,127.762837,10.8475571
3178,K2-159 b,180.5408896,-3.5809053
3179,K2-337 b,127.761137,16.9004702
3180,K2-384 d,20.4998403,0.7509701
3181,K2-199 b,208.9014508,-6.1360833
3182,K2-198 d,198.8436817,-6.4649888
3183,K2-122 b,126.4762179,20.3593384
3184,WASP-151 b,349.0634651,0.3066895
3185,K2-284 b,79.1407971,20.2549034
3186,K2-39 b,338.3682095,-9.0229405
3187,HD 106270 b,183.4049258,-9.5135645
3188,K2-26 b,94.2064312,24.5958335
3189,K2-268 b,133.7094899,11.8482712
3190,K2-204 b,17.3825067,-0.5177539
3191,HIP 41378 f,126.6158279,10.0803708
3192,WASP-47 b,331.203092,-12.019067
3193,K2-351 b,206.6522408,-11.8049588
3194,K2-290 b,234.8578846,-20.1988975
3195,K2-346 b,125.9864854,22.663226
3196,HIP 41378 d,126.6158279,10.0803708
3197,TRAPPIST-1 e,346.6263919,-5.0434618
3198,K2-169 b,337.0442461,-14.5993376
3199,K2-352 d,140.4451478,18.469628
3200,K2-336 b,133.8382032,16.7940663
3201,K2-39 b,338.3682095,-9.0229405
3202,K2-55 b,333.7518786,-17.2508002
3203,K2-343 b,134.2021746,21.5026882
3204,WASP-47 b,331.203092,-12.019067
3205,K2-9 b,176.263724,0.0054085
3206,K2-124 b,133.6410515,23.1329509
3207,K2-279 b,204.7792935,-6.0417592
3208,WASP-47 e,331.203092,-12.019067
3209,HD 89345 b,154.6710977,10.1288464
3210,K2-239 d,160.5941265,4.4413751
3211,K2-108 b,123.3818484,16.419516
3212,K2-368 b,332.6357627,-11.1661157
3213,K2-285 e,349.3843458,1.3001522
3214,K2-123 b,134.4441404,21.4532748
3215,K2-151 b,19.3047733,9.5012663
3216,K2-248 b,182.8173343,-9.4141696
3217,TrES-2 b,286.8085258,49.3164211
3218,KELT-2 A b,92.6640226,30.9571333
3219,HAT-P-40 b,335.5129199,45.4573423
3220,K2-237 b,253.7688479,-28.7105836
3221,K2-133 b,70.1493775,25.0098135
3222,K2-223 b,185.306183,-10.2820915
3223,K2-172 b,335.3081368,-12.5569819
3224,K2-180 b,126.4643579,10.246577
3225,K2-80 d,59.037486,13.5590288
3226,K2-184 b,129.1405227,14.4618826
3227,K2-100 b,129.6010863,20.1060074
3228,TRAPPIST-1 c,346.6263919,-5.0434618
3229,K2-15 b,178.1105741,4.2546649
3230,K2-130 b,290.2705419,-19.6908744
3231,K2-75 c,338.844896,-7.469895
3232,HD 75784 b,133.0992289,13.2330548
3233,EPIC 228836835 b,189.5748998,-5.2446247
3234,WASP-85 A b,175.9080328,6.5637842
3235,K2-60 b,338.6062312,-13.7318044
3236,K2-3 c,172.3353708,-1.4551364
3237,HIP 41378 b,126.6158279,10.0803708
3238,K2-277 b,202.0161895,-15.9379749
3239,K2-346 b,125.9864854,22.663226
3240,K2-62 c,334.3645089,-12.1874776
3241,K2-191 b,201.6391407,-12.8066737
3242,EPIC 212587672 c,205.4445125,-10.8625468
3243,K2-72 c,334.6227504,-9.6120084
3244,K2-29 b,62.670422,24.4016558
3245,K2-36 c,169.4490102,3.8665038
3246,K2-136 c,67.4128615,22.8825674
3247,K2-21 c,340.3037846,-14.4893256
3248,K2-115 b,126.5535002,12.281851
3249,K2-36 c,169.4490102,3.8665038
3250,K2-127 b,207.0782895,-11.5889878
3251,K2-373 b,123.1361518,13.6884986
3252,K2-294 b,352.0516724,-7.6037856
3253,K2-388 b,352.7139342,-11.0773564
3254,K2-114 b,127.882912,11.922255
3255,K2-131 b,182.751404,-9.7652392
3256,WASP-85 A b,175.9080328,6.5637842
3257,K2-61 b,339.6748444,-13.5600447
3258,K2-207 b,11.6996481,0.6406182
3259,K2-59 c,338.94255,-14.027727
3260,K2-8 b,169.7935178,-0.2844389
3261,EPIC 220674823 c,13.0800239,10.7947051
3262,WASP-55 b,203.7581951,-17.5034961
3263,EPIC 212587672 b,205.4445125,-10.8625468
3264,K2-168 b,333.1100738,-16.3418863
3265,K2-173 b,60.3752402,15.6251296
3266,K2-15 b,178.1105741,4.2546649
3267,K2-381 c,288.0267612,-21.0075789
3268,K2-354 b,129.1299193,10.1472175
3269,K2-123 b,134.4441404,21.4532748
3270,K2-86 b,51.5531053,18.6355718
3271,K2-413 b,353.4175668,-7.6120272
3272,K2-183 b,125.007177,14.0194586
3273,TrES-2 b,286.8085258,49.3164211
3274,HAT-P-13 b,129.8823772,47.3519076
3275,HAT-P-13 b,129.8823772,47.3519076
3276,HAT-P-13 b,129.8823772,47.3519076
3277,K2-35 c,170.1031027,1.2858679
3278,GJ 3470 b,119.7735021,15.391209
3279,WASP-94 A b,313.7832393,-34.1357512
3280,Kepler-51 d,296.4797624,49.9376486
3281,K2-154 c,189.0015173,-2.6696217
3282,K2-30 b,52.3420548,22.2993491
3283,K2-277 b,202.0161895,-15.9379749
3284,K2-189 c,203.6214411,-15.0365158
3285,K2-105 b,125.4202985,13.4975122
3286,K2-147 b,293.8330329,-28.498475
3287,K2-199 b,208.9014508,-6.1360833
3288,K2-286 b,233.3698192,-16.7737113
3289,HIP 41378 b,126.6158279,10.0803708
3290,K2-265 b,342.0316493,-14.4947789
3291,K2-317 b,228.6188638,-21.0227209
3292,K2-3 d,172.3353708,-1.4551364
3293,K2-146 c,130.0266951,19.0923416
3294,K2-3 d,172.3353708,-1.4551364
3295,K2-233 d,230.4799011,-20.2317975
3296,EPIC 206024342 d,331.2771441,-14.1218019
3297,K2-98 b,126.4882114,11.5110933
3298,WASP-118 b,19.5505861,2.7027847
3299,K2-308 b,78.3391194,16.4141986
3300,K2-153 b,183.8088709,2.0208765
3301,K2-146 b,130.0266951,19.0923416
3302,GJ 9827 c,351.7717763,-1.2853435
3303,ITG 15 b,69.9370379,26.0312128
3304,K2-44 b,174.011661,-2.5209338
3305,K2-395 b,70.4438684,16.6743415
3306,WASP-39 b,217.3266477,-3.4444994
3307,WASP-39 b,217.3266477,-3.4444994
3308,WASP-39 b,217.3266477,-3.4444994
3309,GJ 3470 b,119.7735021,15.391209
3310,WASP-39 b,217.3266477,-3.4444994
3311,WASP-39 b,217.3266477,-3.4444994
3312,Kepler-51 c,296.4797624,49.9376486
3313,Kepler-51 b,296.4797624,49.9376486
3314,TrES-2 b,286.8085258,49.3164211
3315,HD 97658 b,168.6376584,25.7105962
3316,Kepler-9 b,285.5739904,38.4008192
3317,HD 3167 c,8.7401487,4.3807215
3318,WASP-47 e,331.203092,-12.019067
3319,K2-277 b,202.0161895,-15.9379749
3320,K2-405 b,164.3759959,12.535614
3321,K2-117 c,133.8557342,10.4692176
3322,K2-179 b,58.7967878,23.7567524
3323,K2-233 c,230.4799011,-20.2317975
3324,HD 50554 b,103.678273,24.2451409
3325,HIP 41378 e,126.6158279,10.0803708
3326,K2-30 b,52.3420548,22.2993491
3327,HIP 41378 f,126.6158279,10.0803708
3328,K2-268 f,133.7094899,11.8482712
3329,K2-233 b,230.4799011,-20.2317975
3330,K2-115 b,126.5535002,12.281851
3331,WASP-47 b,331.203092,-12.019067
3332,K2-100 b,129.6010863,20.1060074
3333,K2-221 b,16.6550286,10.1897385
3334,EPIC 211822797 b,130.4102091,17.6399744
3335,K2-350 c,204.0355092,-14.0092516
3336,K2-289 b,246.6429443,-15.7925384
3337,K2-140 b,188.1373172,-9.6076115
3338,K2-406 b,230.8872242,-25.3706149
3339,K2-369 b,329.7262534,-10.8750666
3340,K2-85 b,59.464829,18.4649505
3341,K2-19 b,174.9602543,0.603596
3342,EPIC 212297394 c,207.2061241,-17.6098985
3343,K2-254 b,185.5507926,-4.7172908
3344,GSC 06214-00210 b,245.4776921,-20.7193398
3345,EPIC 220674823 b,13.0800239,10.7947051
3346,K2-35 b,170.1031027,1.2858679
3347,K2-43 b,169.117028,-3.9754405
3348,K2-27 b,171.5151874,1.2306237
3349,K2-185 b,130.2596625,14.6902225
3350,EPIC 201841433 b,175.206752,6.1348146
3351,K2-36 c,169.4490102,3.8665038
3352,K2-268 c,133.7094899,11.8482712
