,pl_name,ra,dec
0,OGLE-TR-10 b,267.8677483,-29.8764758
1,BD-08 2823 b,150.1971964,-9.5165689
2,BD-08 2823 c,150.1971964,-9.5165689
3,HD 104985 b,181.3157854,76.9053359
4,bet Pic b,86.8212337,-51.066148
5,bet Pic b,86.8212337,-51.066148
6,4 UMa b,130.0528099,64.3280504
7,HD 104985 b,181.3157854,76.9053359
8,kap CrB b,237.8080012,35.6558818
9,kap CrB b,237.8080012,35.6558818
10,kap CrB b,237.8080012,35.6558818
11,14 And b,352.82415,39.2358367
12,18 Del b,314.6078375,10.8391378
13,81 Cet b,39.4243555,-3.3963607
14,HD 81688 b,142.1665753,45.6009241
15,xi Aql b,298.5624491,8.4611051
16,HD 180314 b,288.7094401,31.8604391
17,HD 208897 b,329.7490639,19.0201591
18,HD 147379 b,244.1725686,67.2392041
19,HD 47366 c,99.4200181,-12.9856593
20,6 Lyn b,97.6960311,58.1611753
21,81 Cet b,39.4243555,-3.3963607
22,gam Lib b,233.8818636,-14.789502
23,gam Lib c,233.8818636,-14.789502
24,HD 110014 b,189.8111935,-7.9956702
25,KOI-13 b,286.9713876,46.8682463
26,Kepler-44 b,300.1023512,45.7621918
27,GJ 667 C b,259.7510609,-34.9977651
28,GJ 667 C c,259.7510609,-34.9977651
29,KOI-13 b,286.9713876,46.8682463
30,WASP-62 b,87.1398205,-63.9883286
31,KOI-13 b,286.9713876,46.8682463
32,KOI-13 b,286.9713876,46.8682463
33,GJ 667 C f,259.7510609,-34.9977651
34,GJ 667 C g,259.7510609,-34.9977651
35,GJ 667 C b,259.7510609,-34.9977651
36,GJ 667 C c,259.7510609,-34.9977651
37,HAT-P-7 b,292.24719,47.9695429
38,HAT-P-7 b,292.24719,47.9695429
39,WASP-74 b,304.538843,-1.0760033
40,HAT-P-7 b,292.24719,47.9695429
41,KOI-13 b,286.9713876,46.8682463
42,Kepler-44 b,300.1023512,45.7621918
43,HAT-P-7 b,292.24719,47.9695429
44,GJ 667 C b,259.7510609,-34.9977651
45,GJ 667 C c,259.7510609,-34.9977651
46,GJ 667 C b,259.7510609,-34.9977651
47,GJ 667 C c,259.7510609,-34.9977651
48,KOI-13 b,286.9713876,46.8682463
49,KOI-13 b,286.9713876,46.8682463
50,HAT-P-7 b,292.24719,47.9695429
51,Kepler-44 b,300.1023512,45.7621918
52,KOI-13 b,286.9713876,46.8682463
53,KELT-7 b,78.2955912,33.3179532
54,HATS-61 b,61.6578005,-25.3496674
55,HATS-63 b,67.418582,-28.1972149
56,WASP-62 b,87.1398205,-63.9883286
57,WASP-74 b,304.538843,-1.0760033
58,Kepler-44 b,300.1023512,45.7621918
59,HAT-P-7 b,292.24719,47.9695429
60,HAT-P-7 b,292.24719,47.9695429
61,Kepler-44 b,300.1023512,45.7621918
62,KOI-13 b,286.9713876,46.8682463
63,Kepler-44 b,300.1023512,45.7621918
64,KOI-13 b,286.9713876,46.8682463
65,HAT-P-7 b,292.24719,47.9695429
66,KOI-13 b,286.9713876,46.8682463
67,HAT-P-7 b,292.24719,47.9695429
68,HD 108236 e,186.5740627,-51.3630519
69,HD 108236 c,186.5740627,-51.3630519
70,HD 108236 c,186.5740627,-51.3630519
71,WASP-74 b,304.538843,-1.0760033
72,WASP-76 b,26.632936,2.700389
73,WASP-62 b,87.1398205,-63.9883286
74,HATS-60 b,341.3640336,-14.9917747
75,WASP-62 b,87.1398205,-63.9883286
76,HATS-68 b,15.006077,-58.9047242
77,WASP-76 b,26.632936,2.700389
78,HAT-P-7 b,292.24719,47.9695429
79,KELT-7 b,78.2955912,33.3179532
80,HATS-66 b,101.3948048,-33.8816918
81,HATS-63 b,67.418582,-28.1972149
82,HATS-67 b,180.2087883,-46.1364201
83,HATS-61 b,61.6578005,-25.3496674
84,HATS-67 b,180.2087883,-46.1364201
85,HATS-68 b,15.006077,-58.9047242
86,WASP-76 b,26.632936,2.700389
87,HAT-P-7 b,292.24719,47.9695429
88,HATS-64 b,144.2876092,-29.800444
89,HATS-65 b,292.9397825,-26.7402021
90,51 Eri b,69.4007424,-2.4738245
91,HATS-67 b,180.2087883,-46.1364201
92,HD 108236 b,186.5740627,-51.3630519
93,HD 108236 c,186.5740627,-51.3630519
94,HD 108236 d,186.5740627,-51.3630519
95,HD 108236 e,186.5740627,-51.3630519
96,KELT-7 b,78.2955912,33.3179532
97,KOI-13 b,286.9713876,46.8682463
98,WASP-62 b,87.1398205,-63.9883286
99,WASP-74 b,304.538843,-1.0760033
100,WASP-76 b,26.632936,2.700389
101,TOI-1224 b,37.1978356,-80.8991053
102,TOI-1224 c,37.1978356,-80.8991053
103,KELT-7 b,78.2955912,33.3179532
104,TOI-1224 b,37.1978356,-80.8991053
105,TOI-1224 c,37.1978356,-80.8991053
106,KELT-7 b,78.2955912,33.3179532
107,WASP-62 b,87.1398205,-63.9883286
108,WASP-74 b,304.538843,-1.0760033
109,WASP-76 b,26.632936,2.700389
110,WASP-76 b,26.632936,2.700389
111,HD 48948 b,102.489811,60.3373133
112,HD 48948 c,102.489811,60.3373133
113,HD 48948 d,102.489811,60.3373133
114,WASP-76 b,26.632936,2.700389
115,OGLE-2014-BLG-0221L b,270.30375,-27.4267639
116,OGLE-2014-BLG-0221L b,270.30375,-27.4267639
117,OGLE-2014-BLG-0221L b,270.30375,-27.4267639
118,GQ Lup b,237.3003643,-35.6515055
119,bet Pic b,86.8212337,-51.066148
120,PDS 70 b,212.0421402,-41.3980405
121,PDS 70 b,212.0421402,-41.3980405
122,51 Eri b,69.4007424,-2.4738245
123,PDS 70 b,212.0421402,-41.3980405
124,bet Pic b,86.8212337,-51.066148
125,bet Pic b,86.8212337,-51.066148
126,51 Eri b,69.4007424,-2.4738245
127,VHS J125601.92-125723.9 b,194.008964,-12.956031
128,VHS J125601.92-125723.9 b,194.008964,-12.956031
129,VHS J125601.92-125723.9 b,194.008964,-12.956031
130,bet Pic b,86.8212337,-51.066148
131,bet Pic b,86.8212337,-51.066148
132,VHS J125601.92-125723.9 b,194.008964,-12.956031
133,VHS J125601.92-125723.9 b,194.008964,-12.956031
134,2MASS J12073346-3932539 b,181.8890906,-39.5484399
135,GQ Lup b,237.3003643,-35.6515055
136,PDS 70 c,212.0421402,-41.3980405
137,bet Pic b,86.8212337,-51.066148
138,bet Pic c,86.8212337,-51.066148
139,2MASS J12073346-3932539 b,181.8890906,-39.5484399
140,bet Pic c,86.8212337,-51.066148
141,bet Pic b,86.8212337,-51.066148
142,PDS 70 b,212.0421402,-41.3980405
143,PDS 70 c,212.0421402,-41.3980405
144,TOI-5704 b,169.8248694,44.9890782
145,HD 23472 d,55.4590314,-62.7672667
146,TOI-672 b,167.9908627,-39.3281151
147,TOI-199 b,80.1058735,-59.8954326
148,TOI-199 c,80.1058735,-59.8954326
149,KELT-18 b,216.5238248,59.4442735
150,TOI-2096 c,151.6186989,74.8272107
151,HD 23472 c,55.4590314,-62.7672667
152,TOI-3819 b,121.8632568,29.3886446
153,Kepler-33 d,289.0775348,46.0051696
154,HIP 5158 b,16.5094891,-22.4536134
155,HD 6718 b,16.9536005,-8.2336165
156,HD 149026 b,247.6229827,38.3475349
157,HAT-P-2 b,245.1514324,41.0479601
158,TOI-1710 b,94.2838373,76.21102
159,TOI-4791 b,109.3883818,-19.8289392
160,TOI-4201 b,90.4747237,-13.461371
161,TOI-4137 b,77.612879,70.391079
162,TOI-4087 b,217.9257785,83.3727061
163,HD 156846 b,260.1423366,-19.334365
164,HD 132563 b,224.5892892,44.0428571
165,HD 137388 b,233.915082,-80.2044169
166,WASP-80 b,303.1667996,-2.1444369
167,HAT-P-18 b,256.346376,33.0123251
168,HD 23127 b,54.8491271,-60.077229
169,HD 189733 b,300.1821223,22.7097759
170,HD 20794 c,49.9997666,-43.0666533
171,HD 20794 d,49.9997666,-43.0666533
172,HD 189733 b,300.1821223,22.7097759
173,HAT-P-18 b,256.346376,33.0123251
174,WASP-80 b,303.1667996,-2.1444369
175,HD 189733 b,300.1821223,22.7097759
176,HD 189733 b,300.1821223,22.7097759
177,HD 189733 b,300.1821223,22.7097759
178,WASP-80 b,303.1667996,-2.1444369
179,HD 189733 b,300.1821223,22.7097759
180,LHS 1140 b,11.248632,-15.2741085
181,HD 20794 d,49.9997666,-43.0666533
182,HD 189733 b,300.1821223,22.7097759
183,LHS 1140 b,11.248632,-15.2741085
184,HAT-P-18 b,256.346376,33.0123251
185,HD 189733 b,300.1821223,22.7097759
186,HD 189733 b,300.1821223,22.7097759
187,TOI-421 b,81.8532824,-14.2767404
188,HD 100655 b,173.7653631,20.441541
189,HD 155358 b,257.3930947,33.3549277
190,HD 79498 b,138.7885794,23.3748792
191,CHXR 73 b,166.6193985,-77.6258725
192,HD 13189 b,32.4173964,32.3164548
193,GJ 433 b,173.8619194,-32.5436302
194,HIP 5158 b,16.5094891,-22.4536134
195,alf Ari b,31.793286,23.462421
196,tau Gem b,107.7847232,30.2449545
197,HD 62509 b,116.328824,28.026127
198,Kepler-370 c,292.1710683,40.9162381
199,Kepler-400 b,290.9444679,40.4800528
200,Kepler-221 b,296.6547477,46.8352242
201,Kepler-367 c,297.292558,49.9817499
202,Kepler-393 c,290.995205,45.192188
203,Kepler-304 c,294.4418031,40.5575408
204,Kepler-360 b,286.2847077,44.7815817
205,Kepler-101 c,283.255507,48.3552474
206,Kepler-243 c,285.1104819,42.0339619
207,Kepler-261 c,291.3647333,37.609239
208,Kepler-327 d,292.6422963,44.0876251
209,Kepler-136 b,296.4673039,42.5987984
210,Kepler-122 d,291.1118647,39.9490248
211,Kepler-157 c,291.0972257,38.8756049
212,Kepler-147 c,287.9757213,39.087168
213,Kepler-239 b,294.2020505,40.6633313
214,Kepler-200 b,284.4099503,41.2374928
215,Kepler-243 b,285.1104819,42.0339619
216,Kepler-160 c,287.773573,42.8692755
217,Kepler-254 b,288.1646541,45.8164257
218,Kepler-172 c,283.3684093,41.821839
219,Kepler-299 c,283.2070156,48.5805222
220,Kepler-278 c,290.1072124,38.7022694
221,Kepler-339 d,293.351701,48.4445922
222,Kepler-397 b,295.8940373,42.3805156
223,Kepler-399 b,299.5017242,40.6707669
224,HD 219415 b,348.7243579,56.7303001
225,Pr0201 b,130.4324005,20.2268164
226,HD 207832 b,328.1517893,-26.0271749
227,HD 207832 c,328.1517893,-26.0271749
228,HD 145457 b,242.5162215,26.7429068
229,HD 180314 b,288.7094401,31.8604391
230,WASP-176 b,313.6872928,9.1790688
231,kap CrB b,237.8080012,35.6558818
232,HD 210702 b,332.9638643,16.0404806
233,6 Lyn b,97.6960311,58.1611753
234,kap CrB b,237.8080012,35.6558818
235,HD 167042 b,272.6326268,54.2876184
236,nu Oph b,269.7566013,-9.7741342
237,75 Cet b,38.0391598,-1.0350269
238,omi UMa b,127.5649503,60.7177048
239,HD 4732 b,12.3085089,-24.1369079
240,HD 99492 b,171.689687,3.0071331
241,TOI-1937 A b,116.3707214,-52.3832587
242,HAT-P-2 b,245.1514324,41.0479601
243,TrES-5 b,305.2219454,59.4489033
244,HAT-P-53 b,21.8711012,38.9681137
245,TOI-1710 b,94.2838373,76.21102
246,TOI-3235 b,207.4738488,-46.0665139
247,HAT-P-2 b,245.1514324,41.0479601
248,TOI-3235 b,207.4738488,-46.0665139
249,TOI-4308 b,327.7530693,-43.5623642
250,NGTS-17 b,72.9005729,-34.2262128
251,TOI-1135 b,193.3963704,85.1294952
252,HAT-P-2 c,245.1514324,41.0479601
253,TOI-4137 b,77.612879,70.391079
254,TOI-1710 b,94.2838373,76.21102
255,NGTS-25 b,307.4182976,-39.0323568
256,NGTS-27 b,206.0265266,-32.5229747
257,TOI-3912 b,215.8014956,24.0765639
258,TOI-2842 b,108.0442066,-10.63934
259,TOI-3984 A b,226.3371468,36.7869747
260,TOI-2145 b,263.7580753,40.6950428
261,WASP-4 b,353.5629149,-42.0617794
262,TOI-2096 c,151.6186989,74.8272107
263,WASP-4 b,353.5629149,-42.0617794
264,WASP-4 b,353.5629149,-42.0617794
265,WASP-4 b,353.5629149,-42.0617794
266,WASP-4 b,353.5629149,-42.0617794
267,WASP-4 b,353.5629149,-42.0617794
268,WASP-4 b,353.5629149,-42.0617794
269,WASP-4 b,353.5629149,-42.0617794
270,WASP-4 b,353.5629149,-42.0617794
271,WASP-4 b,353.5629149,-42.0617794
272,TOI-1693 b,90.3083455,34.7730904
273,HD 149026 b,247.6229827,38.3475349
274,TOI-3819 b,121.8632568,29.3886446
275,TOI-1736 b,43.4344615,69.101345
276,KELT-12 b,267.6404906,36.5701761
277,TOI-3331 A b,271.3241672,-34.107171
278,TrES-5 b,305.2219454,59.4489033
279,TOI-4201 b,90.4747237,-13.461371
280,TrES-5 b,305.2219454,59.4489033
281,TOI-3321 b,265.7603351,-65.0082516
282,NGTS-1 b,82.7142134,-36.6309812
283,HAT-P-2 b,245.1514324,41.0479601
284,TOI-1288 c,313.1670294,65.6087833
285,NGTS-24 b,168.5638892,-37.9101328
286,NGTS-9 b,141.9206435,-19.3476477
287,HD 17156 b,42.4366123,71.7530882
288,HD 149026 b,247.6229827,38.3475349
289,TOI-3894 b,201.3748265,52.7681036
290,HD 17156 b,42.4366123,71.7530882
291,HD 149026 b,247.6229827,38.3475349
292,HD 213885 b,338.9837166,-59.864829
293,NGTS-4 b,89.5988945,-30.8117992
294,TOI-3693 b,15.6543938,51.3038918
295,TOI-1836 c,245.9079242,54.6900774
296,TOI-3261 b,47.7285242,-73.531972
297,TOI-1736 c,43.4344615,69.101345
298,NGTS-15 b,73.3553101,-32.8003484
299,TOI-3919 b,208.9447534,40.3918061
300,TOI-3976 A b,224.3560083,44.2743223
301,NGTS-4 b,89.5988945,-30.8117992
302,NGTS-26 b,217.6832961,-31.7324526
303,TOI-3894 b,201.3748265,52.7681036
304,HD 104067 b,179.7923543,-20.3556058
305,TOI-672 b,167.9908627,-39.3281151
306,TOI-1180 b,214.5557741,82.1937642
307,TOI-5293 A b,355.828682,-2.0450945
308,HD 104067 c,179.7923543,-20.3556058
309,TOI-3023 b,165.3158231,-72.3567044
310,TOI-4201 b,90.4747237,-13.461371
311,TOI-5238 b,223.3588909,68.859472
312,TOI-2803 A b,93.1147397,-23.4924956
313,TOI-1288 b,313.1670294,65.6087833
314,TOI-5232 b,294.3374248,35.2764934
315,HD 104067 b,179.7923543,-20.3556058
316,TOI-1180 b,214.5557741,82.1937642
317,TOI-3894 b,201.3748265,52.7681036
318,TOI-3082 b,195.9080719,-19.2189845
319,TOI-1710 b,94.2838373,76.21102
320,HD 149026 b,247.6229827,38.3475349
321,TOI-3785 b,130.9002258,63.0780768
322,TOI-4860 b,183.563961,-13.1748411
323,NGTS-3 A b,94.4447595,-35.706364
324,HAT-P-2 b,245.1514324,41.0479601
325,XO-6 b,94.7929552,73.8275672
326,TOI-5344 b,63.2662165,20.9151568
327,TOI-2977 b,143.9265177,-60.3574758
328,TOI-1135 b,193.3963704,85.1294952
329,KELT-12 b,267.6404906,36.5701761
330,TOI-5344 b,63.2662165,20.9151568
331,TOI-4145 A b,39.4297435,80.2673838
332,HD 17156 b,42.4366123,71.7530882
333,HD 104067 b,179.7923543,-20.3556058
334,HD 104067 b,179.7923543,-20.3556058
335,HD 207897 b,325.2016451,84.3337613
336,TOI-3331 A b,271.3241672,-34.107171
337,NGTS-27 b,206.0265266,-32.5229747
338,KELT-12 b,267.6404906,36.5701761
339,HD 17156 b,42.4366123,71.7530882
340,NGTS-14 A b,328.5174799,-38.3774193
341,TOI-1135 b,193.3963704,85.1294952
342,TOI-2818 b,119.0598183,-35.1167104
343,TrES-5 b,305.2219454,59.4489033
344,NGTS-30 b,173.714867,-24.6054801
345,TOI-2141 b,258.7623456,18.3403449
346,HD 207897 b,325.2016451,84.3337613
347,TOI-1288 b,313.1670294,65.6087833
348,HAT-P-2 b,245.1514324,41.0479601
349,TOI-5238 b,223.3588909,68.859472
350,HAT-P-53 b,21.8711012,38.9681137
351,TOI-1408 b,313.5110469,72.5806455
352,NGTS-3 A b,94.4447595,-35.706364
353,HAT-P-2 b,245.1514324,41.0479601
354,TOI-4860 b,183.563961,-13.1748411
355,TOI-3785 b,130.9002258,63.0780768
356,HD 149026 b,247.6229827,38.3475349
357,HAT-P-64 b,68.9743955,2.4312732
358,HAT-P-2 b,245.1514324,41.0479601
359,BD-14 3065 b,153.6696689,-15.6428372
360,HAT-P-2 b,245.1514324,41.0479601
361,NGTS-5 b,221.0582692,5.6053735
362,TOI-3071 b,173.2790517,-56.5033871
363,HD 17156 b,42.4366123,71.7530882
364,HAT-P-2 b,245.1514324,41.0479601
365,NGTS-2 b,215.1227617,-31.2020698
366,HR 8799 b,346.8701486,21.1340376
367,TOI-1669 b,45.9564744,83.5874273
368,HAT-P-64 b,68.9743955,2.4312732
369,TOI-2145 b,263.7580753,40.6950428
370,NGTS-12 b,176.2499418,-35.640563
371,TOI-1691 b,272.4041179,86.860343
372,TOI-3071 b,173.2790517,-56.5033871
373,TOI-1288 b,313.1670294,65.6087833
374,HR 8799 b,346.8701486,21.1340376
375,11 Com b,185.1787793,17.7932516
376,HD 159868 b,264.7466665,-43.1462347
377,HATS-55 b,114.2833819,-32.7554188
378,TOI-1736 c,43.4344615,69.101345
379,TOI-2796 b,84.1527191,0.8962788
380,HD 17156 b,42.4366123,71.7530882
381,TOI-2818 b,119.0598183,-35.1167104
382,TOI-5301 b,12.9908008,13.0783712
383,TOI-3321 b,265.7603351,-65.0082516
384,NGTS-8 b,328.9759206,-14.0684399
385,TOI-2803 A b,93.1147397,-23.4924956
386,TOI-1859 b,279.8317644,69.5228726
387,HD 149026 b,247.6229827,38.3475349
388,TOI-1669 c,45.9564744,83.5874273
389,TOI-5205 b,313.7706819,24.360977
390,TOI-3976 A b,224.3560083,44.2743223
391,BD-14 3065 b,153.6696689,-15.6428372
392,TOI-4201 b,90.4747237,-13.461371
393,TOI-2977 b,143.9265177,-60.3574758
394,TOI-1836 b,245.9079242,54.6900774
395,TOI-3629 b,359.7933851,39.3142556
396,HAT-P-2 b,245.1514324,41.0479601
397,TOI-2145 b,263.7580753,40.6950428
398,HAT-P-2 b,245.1514324,41.0479601
399,NGTS-10 b,91.8722801,-25.5948963
400,TOI-1836 c,245.9079242,54.6900774
401,TOI-1669 c,45.9564744,83.5874273
402,TOI-3912 b,215.8014956,24.0765639
403,HAT-P-53 b,21.8711012,38.9681137
404,HD 149026 b,247.6229827,38.3475349
405,NGTS-12 b,176.2499418,-35.640563
406,NGTS-2 b,215.1227617,-31.2020698
407,HR 8799 b,346.8701486,21.1340376
408,HR 8799 b,346.8701486,21.1340376
409,XO-6 b,94.7929552,73.8275672
410,TOI-4791 b,109.3883818,-19.8289392
411,HAT-P-2 b,245.1514324,41.0479601
412,TrES-5 b,305.2219454,59.4489033
413,TOI-1408 b,313.5110469,72.5806455
414,TOI-1736 b,43.4344615,69.101345
415,NGTS-30 b,173.714867,-24.6054801
416,TOI-3693 b,15.6543938,51.3038918
417,NGTS-2 b,215.1227617,-31.2020698
418,TOI-5616 b,184.9016378,48.6832895
419,TOI-5232 b,294.3374248,35.2764934
420,TOI-1836 b,245.9079242,54.6900774
421,HAT-P-2 b,245.1514324,41.0479601
422,TOI-3629 b,359.7933851,39.3142556
423,NGTS-21 b,311.2583112,-35.4278412
424,TOI-2141 b,258.7623456,18.3403449
425,HAT-P-53 b,21.8711012,38.9681137
426,NGTS-12 b,176.2499418,-35.640563
427,NGTS-2 b,215.1227617,-31.2020698
428,TOI-5301 b,12.9908008,13.0783712
429,TrES-5 b,305.2219454,59.4489033
430,HD 149026 b,247.6229827,38.3475349
431,TOI-1408 c,313.5110469,72.5806455
432,TOI-1736 b,43.4344615,69.101345
433,TOI-5344 b,63.2662165,20.9151568
434,XO-6 b,94.7929552,73.8275672
435,TOI-5205 b,313.7706819,24.360977
436,TOI-4087 b,217.9257785,83.3727061
437,TOI-3807 b,139.1125648,69.0741284
438,TOI-2842 b,108.0442066,-10.63934
439,HD 17156 b,42.4366123,71.7530882
440,HD 149026 b,247.6229827,38.3475349
441,NGTS-9 b,141.9206435,-19.3476477
442,TOI-3919 b,208.9447534,40.3918061
443,HAT-P-2 b,245.1514324,41.0479601
444,TOI-1736 b,43.4344615,69.101345
445,TOI-1516 b,340.0846204,69.5037313
446,TOI-1859 b,279.8317644,69.5228726
447,XO-6 b,94.7929552,73.8275672
448,NGTS-4 b,89.5988945,-30.8117992
449,NGTS-9 b,141.9206435,-19.3476477
450,TOI-1288 b,313.1670294,65.6087833
451,HD 17156 b,42.4366123,71.7530882
452,NGTS-16 b,58.2639299,-30.8046405
453,TOI-4145 A b,39.4297435,80.2673838
454,NGTS-14 A b,328.5174799,-38.3774193
455,NGTS-23 b,70.4322947,-40.0445299
456,HD 17156 b,42.4366123,71.7530882
457,HD 23472 d,55.4590314,-62.7672667
458,HAT-P-53 b,21.8711012,38.9681137
459,NGTS-13 b,176.2402326,-38.1397158
460,TOI-3082 b,195.9080719,-19.2189845
461,HAT-P-2 b,245.1514324,41.0479601
462,NGTS-13 b,176.2402326,-38.1397158
463,TOI-1408 b,313.5110469,72.5806455
464,TOI-2096 b,151.6186989,74.8272107
465,Qatar-9 b,160.748095,60.9641194
466,TOI-3894 b,201.3748265,52.7681036
467,HD 149026 b,247.6229827,38.3475349
468,NGTS-18 b,180.5462193,-35.5486091
469,HD 17156 b,42.4366123,71.7530882
470,HD 149026 b,247.6229827,38.3475349
471,TrES-5 b,305.2219454,59.4489033
472,HAT-P-2 b,245.1514324,41.0479601
473,HD 23472 e,55.4590314,-62.7672667
474,TOI-2587 A b,115.9317105,-1.073333
475,TOI-4463 A b,279.3581286,18.7299522
476,HD 23472 b,55.4590314,-62.7672667
477,GJ 143 b,51.7501882,-63.500166
478,TOI-5803 b,327.2487497,6.2781777
479,HD 213885 c,338.9837166,-59.864829
480,TOI-1853 b,211.4593468,16.9923703
481,TOI-4860 b,183.563961,-13.1748411
482,HAT-P-53 b,21.8711012,38.9681137
483,TOI-5616 b,184.9016378,48.6832895
484,Qatar-9 b,160.748095,60.9641194
485,TOI-2000 c,146.3970631,-66.6866307
486,Qatar-9 b,160.748095,60.9641194
487,HAT-P-64 b,68.9743955,2.4312732
488,TOI-1736 c,43.4344615,69.101345
489,TOI-2796 b,84.1527191,0.8962788
490,TOI-3629 b,359.7933851,39.3142556
491,TOI-3261 b,47.7285242,-73.531972
492,NGTS-18 b,180.5462193,-35.5486091
493,WASP-124 b,332.7143373,-30.7497189
494,WASP-25 b,195.3597581,-27.5222273
495,WASP-25 b,195.3597581,-27.5222273
496,WASP-25 b,195.3597581,-27.5222273
497,TOI-125 b,23.5934253,-66.6763495
498,WASP-56 b,183.3660401,23.055687
499,HATS-70 b,109.1045212,-31.2443947
500,GJ 436 b,175.5505363,26.7030669
501,WASP-1 b,5.1669536,31.9899732
502,XO-6 b,94.7929552,73.8275672
503,TOI-5293 A b,355.828682,-2.0450945
504,NGTS-5 b,221.0582692,5.6053735
505,NGTS-1 b,82.7142134,-36.6309812
506,TOI-5301 b,12.9908008,13.0783712
507,TOI-3984 A b,226.3371468,36.7869747
508,TOI-3023 b,165.3158231,-72.3567044
509,TrES-5 b,305.2219454,59.4489033
510,NGTS-1 b,82.7142134,-36.6309812
511,NGTS-1 b,82.7142134,-36.6309812
512,KELT-12 b,267.6404906,36.5701761
513,TOI-3807 b,139.1125648,69.0741284
514,WASP-153 b,279.2624729,40.0186905
515,HAT-P-20 b,111.9164295,24.3361185
516,TOI-1691 b,272.4041179,86.860343
517,NGTS-24 b,168.5638892,-37.9101328
518,Qatar-9 b,160.748095,60.9641194
519,Teegarden's Star b,43.2691449,16.8649024
520,Teegarden's Star c,43.2691449,16.8649024
521,WASP-25 b,195.3597581,-27.5222273
522,TOI-1669 b,45.9564744,83.5874273
523,XO-6 b,94.7929552,73.8275672
524,TOI-5301 b,12.9908008,13.0783712
525,TOI-1516 b,340.0846204,69.5037313
526,HD 207897 b,325.2016451,84.3337613
527,TOI-1288 c,313.1670294,65.6087833
528,WASP-25 b,195.3597581,-27.5222273
529,WASP-25 b,195.3597581,-27.5222273
530,WASP-124 b,332.7143373,-30.7497189
531,WASP-25 b,195.3597581,-27.5222273
532,WASP-124 b,332.7143373,-30.7497189
533,WASP-25 b,195.3597581,-27.5222273
534,WASP-124 b,332.7143373,-30.7497189
535,WASP-13 b,140.1029654,33.8823291
536,TrES-1 b,286.0408755,36.632536
537,XO-5 b,116.7163868,39.0944695
538,55 Cnc d,133.1468373,28.3298154
539,55 Cnc d,133.1468373,28.3298154
540,55 Cnc e,133.1468373,28.3298154
541,WASP-140 b,60.3855387,-20.4509991
542,WASP-13 b,140.1029654,33.8823291
543,eps CrB b,239.3965057,26.8776171
544,WASP-160 B b,87.679561,-27.6233218
545,Kepler-41 b,294.5132465,45.9816453
546,KOI-94 b,297.3330716,41.8911186
547,HD 173416 b,280.9005676,36.556857
548,HD 37605 c,85.0074276,6.0595116
549,HD 210702 b,332.9638643,16.0404806
550,nu Oph b,269.7566013,-9.7741342
551,nu Oph c,269.7566013,-9.7741342
552,HD 23472 c,55.4590314,-62.7672667
553,TOI-1273 b,214.1208564,58.3902534
554,WASP-25 b,195.3597581,-27.5222273
555,WASP-124 b,332.7143373,-30.7497189
556,WASP-124 b,332.7143373,-30.7497189
557,WASP-25 b,195.3597581,-27.5222273
558,Teegarden's Star b,43.2691449,16.8649024
559,Teegarden's Star c,43.2691449,16.8649024
560,TOI-1273 b,214.1208564,58.3902534
561,WASP-25 b,195.3597581,-27.5222273
562,WASP-124 b,332.7143373,-30.7497189
563,TOI-5803 b,327.2487497,6.2781777
564,55 Cnc b,133.1468373,28.3298154
565,HD 23472 f,55.4590314,-62.7672667
566,55 Cnc b,133.1468373,28.3298154
567,55 Cnc b,133.1468373,28.3298154
568,55 Cnc b,133.1468373,28.3298154
569,55 Cnc b,133.1468373,28.3298154
570,55 Cnc b,133.1468373,28.3298154
571,55 Cnc b,133.1468373,28.3298154
572,55 Cnc b,133.1468373,28.3298154
573,55 Cnc b,133.1468373,28.3298154
574,55 Cnc c,133.1468373,28.3298154
575,55 Cnc c,133.1468373,28.3298154
576,55 Cnc c,133.1468373,28.3298154
577,55 Cnc c,133.1468373,28.3298154
578,55 Cnc c,133.1468373,28.3298154
579,55 Cnc c,133.1468373,28.3298154
580,55 Cnc d,133.1468373,28.3298154
581,55 Cnc d,133.1468373,28.3298154
582,55 Cnc d,133.1468373,28.3298154
583,55 Cnc d,133.1468373,28.3298154
584,55 Cnc d,133.1468373,28.3298154
585,HAT-P-15 b,66.248142,39.460602
586,WASP-2 b,307.7255587,6.4293305
587,HAT-P-4 b,229.99122,36.229545
588,MASCARA-4 b,147.5800667,-66.1139253
589,WASP-58 b,274.7012534,45.1722194
590,WASP-56 b,183.3660401,23.055687
591,HAT-P-36 b,188.2662048,44.9153672
592,HAT-P-52 b,42.7217412,29.0222492
593,HAT-P-5 b,274.4055335,36.6214617
594,TOI-2497 b,90.0625878,11.8840577
595,TOI-1693 b,90.3083455,34.7730904
596,TOI-2524 b,160.8868435,-1.9126984
597,TOI-5174 b,174.1094967,-2.0233506
598,WASP-4 b,353.5629149,-42.0617794
599,TOI-2084 b,259.2545389,72.7470231
600,TOI-2524 b,160.8868435,-1.9126984
601,TOI-4308 b,327.7530693,-43.5623642
602,TOI-4377 b,164.9324709,-82.2213501
603,TOI-1853 b,211.4593468,16.9923703
604,TOI-269 b,75.8462827,-54.1777213
605,HAT-P-17 b,324.5359781,30.4881882
606,TOI-125 b,23.5934253,-66.6763495
607,KELT-19 A b,111.5095293,7.6157759
608,Kepler-7 b,288.5814928,41.0897335
609,HATS-35 b,296.688442,-63.5656488
610,CoRoT-2 b,291.7770457,1.3836634
